model,language,template_id,triple,relative_signed_permutation_norm,null_mean,null_std,ratio_to_null_mean,null_percentile_smaller_is_better,p_smaller_or_equal_null
intfloat/multilingual-e5-large-instruct,en,0,NQM,0.5697327025434162,0.9190982026738608,0.4780626868174175,0.6198822942807606,29.975,0.3978010994502748
intfloat/multilingual-e5-large-instruct,en,0,NQT,0.5664071163222946,0.7742881504843094,0.3585850018399691,0.7315198043096502,4.75,0.0954522738630684
intfloat/multilingual-e5-large-instruct,en,0,NMT,0.377342184440497,0.4578463286189997,0.2108773966900412,0.8241677629650297,29.675,0.4877561219390305
intfloat/multilingual-e5-large-instruct,en,0,QMT,0.401352056950119,0.5295629606615607,0.1723034687867539,0.7578929924554558,25.225,0.5047476261869065
intfloat/multilingual-e5-large-instruct,en,1,NQM,0.5459433485607091,0.8593841421191175,0.4485248924747818,0.6352727747731721,20.225,0.4047976011994003
intfloat/multilingual-e5-large-instruct,en,1,NQT,0.5957964721155099,0.7928274263879906,0.3594758889299971,0.7514831756377586,9.9,0.1984007996001999
intfloat/multilingual-e5-large-instruct,en,1,NMT,0.6221209319187838,0.73901743205957,0.3505778005017461,0.8418217283239872,41.7,0.6291854072963519
intfloat/multilingual-e5-large-instruct,en,1,QMT,0.373177867407389,0.559385525365081,0.2329112359930698,0.6671210649635039,53.325,0.5822088955522239
intfloat/multilingual-e5-large-instruct,en,2,NQM,0.5387783958364204,0.8184331154786882,0.4028039611302834,0.658304735776288,19.8,0.3963018490754623
intfloat/multilingual-e5-large-instruct,en,2,NQT,0.609886928610972,0.7783893827562562,0.3443597417373912,0.7835242131008969,30.525,0.6106946526736632
intfloat/multilingual-e5-large-instruct,en,2,NMT,0.4765189509727847,0.567974575167443,0.2737334242600965,0.8389793695104477,50.825,0.7151424287856072
intfloat/multilingual-e5-large-instruct,en,2,QMT,0.472735021488952,0.6351231414242067,0.2543849936543241,0.7443202595769725,29.200000000000003,0.584207896051974
intfloat/multilingual-e5-large-instruct,en,3,NQM,0.5941026393743742,0.8873052816071713,0.4320010541981836,0.6695583264168222,19.825000000000003,0.3968015992003998
intfloat/multilingual-e5-large-instruct,en,3,NQT,0.6250891673184754,0.8396995549008783,0.3893809499478898,0.7444200293657642,29.450000000000003,0.5892053973013494
intfloat/multilingual-e5-large-instruct,en,3,NMT,0.4989438755531372,0.5754649845032387,0.2818241108433417,0.8670273413472339,49.45,0.6846576711644178
intfloat/multilingual-e5-large-instruct,en,3,QMT,0.4868457341645856,0.6503960259446975,0.2511083599602236,0.7485373752963754,47.825,0.5837081459270365
intfloat/multilingual-e5-large-instruct,en,4,NQM,0.6419595656395178,0.9442902279420896,0.4229624615632961,0.6798329016258838,26.325000000000003,0.3113443278360819
intfloat/multilingual-e5-large-instruct,en,4,NQT,0.7082523619852512,0.8628187052238903,0.3679839863788894,0.8208588405610053,15.475,0.3098450774612694
intfloat/multilingual-e5-large-instruct,en,4,NMT,0.5586700923961423,0.6391656371055221,0.302770086533108,0.8740615264068639,50.325,0.7021489255372314
intfloat/multilingual-e5-large-instruct,en,4,QMT,0.597123351882345,0.838902949586294,0.3786397708622991,0.7117907407240674,20.6,0.4122938530734633
intfloat/multilingual-e5-large-instruct,en,5,NQM,0.599516374805055,0.9340952694306622,0.4822968140167207,0.6418150208273967,40.375,0.6036981509245377
intfloat/multilingual-e5-large-instruct,en,5,NQT,0.6244333417746123,0.8162421788141332,0.3637425357366415,0.7650098928740084,30.35,0.6071964017991005
intfloat/multilingual-e5-large-instruct,en,5,NMT,0.3878957799599371,0.4657132530754576,0.209915148099415,0.8329068958152563,50.75,0.7011494252873564
intfloat/multilingual-e5-large-instruct,en,5,QMT,0.4489234090381804,0.5767666723597984,0.1741737784751275,0.778344919273274,44.85,0.6031984007996002
intfloat/multilingual-e5-large-instruct,en,6,NQM,0.6004637487374274,0.8885164176078655,0.4252440463783744,0.6758048999852674,20.575000000000003,0.4117941029485257
intfloat/multilingual-e5-large-instruct,en,6,NQT,0.5984815129850366,0.7773402068142921,0.3429014725717694,0.7699093752489313,29.875,0.5977011494252874
intfloat/multilingual-e5-large-instruct,en,6,NMT,0.346792498262967,0.4536590783132758,0.2204059066240582,0.7644341639796831,15.45,0.3093453273363318
intfloat/multilingual-e5-large-instruct,en,6,QMT,0.405933049409804,0.5629738864673073,0.2094700348941421,0.7210512941485362,30.025,0.6006996501749126
intfloat/multilingual-e5-large-instruct,en,7,NQM,0.6704317385068996,0.994363442349238,0.4331410950392593,0.6742320865319564,4.625,0.0929535232383808
intfloat/multilingual-e5-large-instruct,en,7,NQT,0.7118632406408153,0.928044015651973,0.4275013246197798,0.7670576272612969,29.05,0.5812093953023488
intfloat/multilingual-e5-large-instruct,en,7,NMT,0.4498649105906492,0.570024163270014,0.2709273235986438,0.7892032295774173,50.8,0.6121939030484758
intfloat/multilingual-e5-large-instruct,en,7,QMT,0.418237564390204,0.5808987913741723,0.2069946097297628,0.7199835334484044,44.125,0.5947026486756621
intfloat/multilingual-e5-large-instruct,en,8,NQM,0.5968607158912487,0.8919957371623655,0.4325693785628185,0.6691295608534237,19.375,0.3878060969515242
intfloat/multilingual-e5-large-instruct,en,8,NQT,0.6032958273207513,0.7969420274718851,0.365591578884043,0.7570134420364443,30.75,0.6151924037981009
intfloat/multilingual-e5-large-instruct,en,8,NMT,0.3428692464742811,0.4660738762135433,0.2271985030530866,0.7356542899573529,35.025,0.4027986006996502
intfloat/multilingual-e5-large-instruct,en,8,QMT,0.3711348522823238,0.5258634325274694,0.204473024825066,0.705762807080584,5.075,0.1019490254872563
intfloat/multilingual-e5-large-instruct,en,9,NQM,0.6006966154784916,0.9234713813215188,0.4650900555457955,0.6504766987128762,9.75,0.1954022988505747
intfloat/multilingual-e5-large-instruct,en,9,NQT,0.6459229564710748,0.8702751771428634,0.4052583989249427,0.7422054235660437,34.175000000000004,0.5912043978010995
intfloat/multilingual-e5-large-instruct,en,9,NMT,0.4787499519074344,0.597508365839518,0.2861253374294814,0.8012439310937086,40.125,0.5972013993003499
intfloat/multilingual-e5-large-instruct,en,9,QMT,0.4301073269705658,0.6068504627761316,0.2443011619021019,0.7087533970103019,45.575,0.6081959020489756
intfloat/multilingual-e5-large-instruct,en,10,NQM,0.5213552641241904,0.8322479404126123,0.4345039657244683,0.6264422401154711,20.05,0.4012993503248376
intfloat/multilingual-e5-large-instruct,en,10,NQT,0.6284690989116491,0.8435897884438727,0.4012024059330732,0.7449937250546966,30.6,0.6121939030484758
intfloat/multilingual-e5-large-instruct,en,10,NMT,0.5597056865349249,0.6331874511777664,0.3102573213475874,0.8839494299720486,70.5,0.9000499750124937
intfloat/multilingual-e5-large-instruct,en,10,QMT,0.5283357654002786,0.7136483293688826,0.266253017950295,0.7403306974273643,29.975,0.5997001499250375
intfloat/multilingual-e5-large-instruct,en,11,NQM,0.5999169777399871,0.9102372306304162,0.4464007579032967,0.6590776091677055,21.075000000000003,0.4217891054472764
intfloat/multilingual-e5-large-instruct,en,11,NQT,0.6697954071438655,0.8919376679176091,0.4089767010157497,0.7509441872848289,24.475,0.4897551224387806
intfloat/multilingual-e5-large-instruct,en,11,NMT,0.5994549033603445,0.7154157242585686,0.3437466601894774,0.837911277363606,60.475,0.704647676161919
intfloat/multilingual-e5-large-instruct,en,11,QMT,0.5339995921969987,0.7391060057496264,0.2844545977129338,0.7224939156794913,44.325,0.5882058970514743
intfloat/multilingual-e5-large-instruct,en,12,NQM,0.534308773647825,0.8214019953999424,0.4031400086440012,0.6504839002576546,34.15,0.3928035982008995
intfloat/multilingual-e5-large-instruct,en,12,NQT,0.5950318197524428,0.7881895374518585,0.3521278452460839,0.7549349382070827,29.5,0.5902048975512244
intfloat/multilingual-e5-large-instruct,en,12,NMT,0.4109580903019136,0.5053050670103013,0.2300828795752179,0.813287095521491,39.875,0.5907046476761619
intfloat/multilingual-e5-large-instruct,en,12,QMT,0.4296788846705591,0.5881818689937655,0.2313028720562976,0.7305204517862877,40.375,0.600199900049975
intfloat/multilingual-e5-large-instruct,en,13,NQM,0.5506258524647706,0.8512737179848082,0.4330076115619054,0.6468258573371699,19.925,0.3988005997001499
intfloat/multilingual-e5-large-instruct,en,13,NQT,0.6401985416772057,0.8424915267389622,0.390043348147454,0.7598872170910332,19.700000000000003,0.3943028485757121
intfloat/multilingual-e5-large-instruct,en,13,NMT,0.5277678988568205,0.640334710001319,0.3043030371340549,0.8242062949467618,40.175,0.6041979010494752
intfloat/multilingual-e5-large-instruct,en,13,QMT,0.4809124598474569,0.68492939145811,0.2917645615581112,0.7021343598979825,29.700000000000003,0.5942028985507246
intfloat/multilingual-e5-large-instruct,en,14,NQM,0.5708386836257204,0.8915455694771578,0.4570887002754248,0.6402798725811015,15.7,0.3143428285857071
intfloat/multilingual-e5-large-instruct,en,14,NQT,0.5894550915109493,0.757640051252626,0.3254496102320274,0.7780146925121103,35.5,0.6081959020489756
intfloat/multilingual-e5-large-instruct,en,14,NMT,0.376569964648505,0.4529669129459494,0.2196278024055585,0.8313409961857593,49.8,0.6926536731634183
intfloat/multilingual-e5-large-instruct,en,14,QMT,0.408875542810631,0.5532635250714065,0.1886189055964565,0.7390249388971031,5.65,0.1134432783608195
intfloat/multilingual-e5-large-instruct,en,15,NQM,0.54939137147767,0.8703132885563782,0.4375624985635962,0.6312570182495262,9.675,0.1939030484757621
intfloat/multilingual-e5-large-instruct,en,15,NQT,0.6490471380640203,0.8861291403372713,0.4109524859466634,0.7324520868552554,19.75,0.3953023488255872
intfloat/multilingual-e5-large-instruct,en,15,NMT,0.5103753093143999,0.6294717325346432,0.2998042012861027,0.8107994099409388,35.825,0.5112443778110944
intfloat/multilingual-e5-large-instruct,en,15,QMT,0.487437390868665,0.7224771314125156,0.2972008902615117,0.6746751830262104,4.4,0.088455772113943
intfloat/multilingual-e5-large-instruct,en,16,NQM,0.6429667825488192,0.9670529047108156,0.4417832719757285,0.6648723967593326,19.775,0.3958020989505247
intfloat/multilingual-e5-large-instruct,en,16,NQT,0.6885815671941279,0.8822816035428146,0.4149962374727944,0.7804555421175486,30.3,0.6061969015492253
intfloat/multilingual-e5-large-instruct,en,16,NMT,0.4232434246462196,0.4969521436367422,0.2348051602885317,0.8516784363742412,48.625,0.6866566716641679
intfloat/multilingual-e5-large-instruct,en,16,QMT,0.4393569839731745,0.6545125887856711,0.3004999667365187,0.6712735423281164,14.575,0.2918540729635182
intfloat/multilingual-e5-large-instruct,en,17,NQM,0.5810477023426015,0.8988188305834919,0.4019443815617742,0.6464569750555322,18.875,0.3778110944527736
intfloat/multilingual-e5-large-instruct,en,17,NQT,0.6511852874075015,0.8169445598604548,0.3635391262481657,0.7970985050906462,28.975,0.5797101449275363
intfloat/multilingual-e5-large-instruct,en,17,NMT,0.4288931038252177,0.5264012255094861,0.2536299157262883,0.8147646377709166,39.775000000000006,0.5857071464267866
intfloat/multilingual-e5-large-instruct,en,17,QMT,0.4037098154301667,0.5892877674332303,0.2595547512115511,0.6850809362426216,45.375,0.6056971514242878
intfloat/multilingual-e5-large-instruct,en,18,NQM,0.5898300421206356,0.8867557882331674,0.394809010757811,0.6651549952610831,20.075000000000003,0.4017991004497751
intfloat/multilingual-e5-large-instruct,en,18,NQT,0.6321949323749174,0.787036526519175,0.3405848899978002,0.8032599645281033,35.85,0.6136931534232883
