model,scale,language,template_id,representation,row_cosine,norm_ratio_pos_over_neg
intfloat/multilingual-e5-large,affect,en,0,mean_pool,0.354586660861969,1.590295433998108
intfloat/multilingual-e5-large,affect,en,1,mean_pool,0.44740787148475647,1.3987841606140137
intfloat/multilingual-e5-large,affect,en,2,mean_pool,0.40207672119140625,1.3259015083312988
intfloat/multilingual-e5-large,affect,en,3,mean_pool,0.40067800879478455,1.5380973815917969
intfloat/multilingual-e5-large,affect,en,4,mean_pool,0.3652861714363098,1.5486811399459839
intfloat/multilingual-e5-large,affect,en,5,mean_pool,0.35508421063423157,1.5741066932678223
intfloat/multilingual-e5-large,affect,en,6,mean_pool,0.444805383682251,1.4800220727920532
intfloat/multilingual-e5-large,affect,en,7,mean_pool,0.41410595178604126,1.327081561088562
intfloat/multilingual-e5-large,affect,en,8,mean_pool,0.3631857931613922,1.5841262340545654
intfloat/multilingual-e5-large,affect,en,9,mean_pool,0.37771037220954895,1.4366055727005005
intfloat/multilingual-e5-large,affect,en,10,mean_pool,0.5441068410873413,1.3981505632400513
intfloat/multilingual-e5-large,affect,en,11,mean_pool,0.3772715628147125,1.4589661359786987
intfloat/multilingual-e5-large,affect,en,12,mean_pool,0.4581695795059204,1.3824318647384644
intfloat/multilingual-e5-large,affect,en,13,mean_pool,0.44271689653396606,1.4763734340667725
intfloat/multilingual-e5-large,affect,en,14,mean_pool,0.4469115138053894,1.469892144203186
intfloat/multilingual-e5-large,affect,en,15,mean_pool,0.42655205726623535,1.422778606414795
intfloat/multilingual-e5-large,affect,en,16,mean_pool,0.32230010628700256,1.6555016040802002
intfloat/multilingual-e5-large,affect,en,17,mean_pool,0.41629865765571594,1.4683082103729248
intfloat/multilingual-e5-large,affect,en,18,mean_pool,0.39907538890838623,1.5288076400756836
intfloat/multilingual-e5-large,affect,en,19,mean_pool,0.3373504877090454,1.5886332988739014
intfloat/multilingual-e5-large,affect,en,20,mean_pool,0.4470149874687195,1.5844838619232178
intfloat/multilingual-e5-large,affect,en,21,mean_pool,0.3783993721008301,1.496968150138855
intfloat/multilingual-e5-large,affect,en,22,mean_pool,0.498202383518219,1.3124125003814697
intfloat/multilingual-e5-large,affect,en,23,mean_pool,0.29381102323532104,1.6129834651947021
intfloat/multilingual-e5-large,affect,en,24,mean_pool,0.5452209711074829,1.3755441904067993
intfloat/multilingual-e5-large,affect,en,25,mean_pool,0.3891544044017792,1.4333088397979736
intfloat/multilingual-e5-large,affect,en,26,mean_pool,0.36679574847221375,1.5992915630340576
intfloat/multilingual-e5-large,affect,en,27,mean_pool,0.38195669651031494,1.5471720695495605
intfloat/multilingual-e5-large,affect,en,28,mean_pool,0.5277187824249268,1.2730804681777954
intfloat/multilingual-e5-large,affect,en,29,mean_pool,0.515890896320343,1.3459795713424683
intfloat/multilingual-e5-large,affect,en,30,mean_pool,0.37766748666763306,1.5089102983474731
intfloat/multilingual-e5-large,affect,en,31,mean_pool,0.44702214002609253,1.5053753852844238
intfloat/multilingual-e5-large,affect,en,32,mean_pool,0.42889314889907837,1.3348575830459595
intfloat/multilingual-e5-large,affect,en,33,mean_pool,0.3988605737686157,1.5647236108779907
intfloat/multilingual-e5-large,affect,en,34,mean_pool,0.5033145546913147,1.3793764114379883
intfloat/multilingual-e5-large,affect,en,35,mean_pool,0.4846966564655304,1.342463731765747
intfloat/multilingual-e5-large,affect,en,36,mean_pool,0.4229695796966553,1.5116691589355469
intfloat/multilingual-e5-large,affect,en,37,mean_pool,0.4344577491283417,1.4933528900146484
intfloat/multilingual-e5-large,affect,en,38,mean_pool,0.4255284368991852,1.409927248954773
intfloat/multilingual-e5-large,affect,en,39,mean_pool,0.4698447287082672,1.3504836559295654
intfloat/multilingual-e5-large,affect,en,40,mean_pool,0.31602925062179565,1.5784711837768555
intfloat/multilingual-e5-large,affect,en,41,mean_pool,0.39117661118507385,1.4992905855178833
intfloat/multilingual-e5-large,affect,en,42,mean_pool,0.37500789761543274,1.3758443593978882
intfloat/multilingual-e5-large,affect,en,43,mean_pool,0.4868091642856598,1.4957584142684937
intfloat/multilingual-e5-large,affect,en,44,mean_pool,0.42822784185409546,1.403141975402832
intfloat/multilingual-e5-large,affect,en,45,mean_pool,0.4742678105831146,1.473903775215149
intfloat/multilingual-e5-large,affect,en,46,mean_pool,0.5002167224884033,1.3856292963027954
intfloat/multilingual-e5-large,affect,en,47,mean_pool,0.5190862417221069,1.3777639865875244
intfloat/multilingual-e5-large,affect,en,48,mean_pool,0.3831774890422821,1.5401408672332764
intfloat/multilingual-e5-large,affect,en,49,mean_pool,0.4510132670402527,1.452203392982483
intfloat/multilingual-e5-large,affect,en,50,mean_pool,0.44940605759620667,1.4070361852645874
intfloat/multilingual-e5-large,affect,en,51,mean_pool,0.33799049258232117,1.3172498941421509
intfloat/multilingual-e5-large,affect,en,52,mean_pool,0.42891746759414673,1.5420401096343994
intfloat/multilingual-e5-large,affect,en,53,mean_pool,0.45257261395454407,1.395572543144226
intfloat/multilingual-e5-large,affect,en,54,mean_pool,0.4105384647846222,1.5859124660491943
intfloat/multilingual-e5-large,affect,en,55,mean_pool,0.41216591000556946,1.4786531925201416
intfloat/multilingual-e5-large,affect,en,56,mean_pool,0.3924977779388428,1.5948243141174316
intfloat/multilingual-e5-large,affect,en,57,mean_pool,0.4037148654460907,1.4767727851867676
intfloat/multilingual-e5-large,affect,en,58,mean_pool,0.4619060456752777,1.4326122999191284
intfloat/multilingual-e5-large,affect,en,59,mean_pool,0.49684855341911316,1.3092519044876099
intfloat/multilingual-e5-large,affect,en,60,mean_pool,0.5497193336486816,1.22513747215271
intfloat/multilingual-e5-large,affect,en,61,mean_pool,0.46224698424339294,1.260649561882019
intfloat/multilingual-e5-large,affect,en,62,mean_pool,0.47739121317863464,1.384352207183838
intfloat/multilingual-e5-large,affect,en,63,mean_pool,0.5582191348075867,1.3929558992385864
intfloat/multilingual-e5-large,affect,en,64,mean_pool,0.4267876446247101,1.43917977809906
intfloat/multilingual-e5-large,affect,en,65,mean_pool,0.479758083820343,1.4620505571365356
intfloat/multilingual-e5-large,affect,en,66,mean_pool,0.5316788554191589,1.3625346422195435
intfloat/multilingual-e5-large,affect,en,67,mean_pool,0.3299793303012848,1.3708711862564087
intfloat/multilingual-e5-large,affect,en,68,mean_pool,0.3663073182106018,1.5134168863296509
intfloat/multilingual-e5-large,affect,en,69,mean_pool,0.4204346537590027,1.5302382707595825
intfloat/multilingual-e5-large,affect,en,70,mean_pool,0.43503278493881226,1.2488447427749634
intfloat/multilingual-e5-large,affect,en,71,mean_pool,0.515702486038208,1.265621304512024
intfloat/multilingual-e5-large,affect,en,72,mean_pool,0.4627625048160553,1.483927607536316
intfloat/multilingual-e5-large,affect,en,73,mean_pool,0.45210567116737366,1.3768163919448853
intfloat/multilingual-e5-large,affect,en,74,mean_pool,0.46059003472328186,1.477637529373169
intfloat/multilingual-e5-large,affect,en,75,mean_pool,0.30611664056777954,1.635653018951416
intfloat/multilingual-e5-large,affect,en,76,mean_pool,0.3982203006744385,1.2801769971847534
intfloat/multilingual-e5-large,affect,en,77,mean_pool,0.35191306471824646,1.4873398542404175
intfloat/multilingual-e5-large,affect,en,78,mean_pool,0.34893739223480225,1.7597706317901611
intfloat/multilingual-e5-large,affect,en,79,mean_pool,0.4656071364879608,1.511967658996582
intfloat/multilingual-e5-large,affect,en,80,mean_pool,0.4157598316669464,1.6406848430633545
intfloat/multilingual-e5-large,affect,en,81,mean_pool,0.4557183086872101,1.3978232145309448
intfloat/multilingual-e5-large,affect,en,82,mean_pool,0.36516818404197693,1.5375492572784424
intfloat/multilingual-e5-large,affect,en,83,mean_pool,0.40872636437416077,1.4241520166397095
intfloat/multilingual-e5-large,affect,en,84,mean_pool,0.34126150608062744,1.5757638216018677
intfloat/multilingual-e5-large,affect,en,85,mean_pool,0.3768779933452606,1.5344487428665161
intfloat/multilingual-e5-large,affect,en,86,mean_pool,0.5191544890403748,1.3669214248657227
intfloat/multilingual-e5-large,affect,en,87,mean_pool,0.4752296805381775,1.3233274221420288
intfloat/multilingual-e5-large,affect,en,88,mean_pool,0.4342899024486542,1.4663596153259277
intfloat/multilingual-e5-large,affect,en,89,mean_pool,0.5022125244140625,1.4062509536743164
intfloat/multilingual-e5-large,affect,en,90,mean_pool,0.47690826654434204,1.4702696800231934
intfloat/multilingual-e5-large,affect,en,91,mean_pool,0.3710945248603821,1.5932586193084717
intfloat/multilingual-e5-large,affect,en,92,mean_pool,0.4724753201007843,1.3358874320983887
intfloat/multilingual-e5-large,affect,en,93,mean_pool,0.39396002888679504,1.5657093524932861
intfloat/multilingual-e5-large,affect,en,94,mean_pool,0.39241519570350647,1.3176720142364502
intfloat/multilingual-e5-large,affect,en,95,mean_pool,0.40166544914245605,1.3381590843200684
intfloat/multilingual-e5-large,affect,en,96,mean_pool,0.3829287588596344,1.667413592338562
intfloat/multilingual-e5-large,affect,en,97,mean_pool,0.535017728805542,1.3013674020767212
intfloat/multilingual-e5-large,affect,en,98,mean_pool,0.35435372591018677,1.632826566696167
intfloat/multilingual-e5-large,affect,en,99,mean_pool,0.38562074303627014,1.3289562463760376
intfloat/multilingual-e5-large,affect,en,100,mean_pool,0.34911227226257324,1.5444722175598145
intfloat/multilingual-e5-large,affect,en,101,mean_pool,0.34106171131134033,1.6288392543792725
intfloat/multilingual-e5-large,affect,en,102,mean_pool,0.46381187438964844,1.5343749523162842
intfloat/multilingual-e5-large,affect,en,103,mean_pool,0.4400005638599396,1.2660008668899536
intfloat/multilingual-e5-large,affect,en,104,mean_pool,0.38311365246772766,1.5169157981872559
intfloat/multilingual-e5-large,affect,en,105,mean_pool,0.3992389142513275,1.3940510749816895
intfloat/multilingual-e5-large,affect,en,106,mean_pool,0.4355131983757019,1.457474708557129
intfloat/multilingual-e5-large,affect,en,107,mean_pool,0.45500510931015015,1.4675782918930054
intfloat/multilingual-e5-large,affect,en,108,mean_pool,0.5008801817893982,1.4253621101379395
intfloat/multilingual-e5-large,affect,en,109,mean_pool,0.46181461215019226,1.3550373315811157
intfloat/multilingual-e5-large,affect,en,110,mean_pool,0.6349799633026123,1.289597988128662
intfloat/multilingual-e5-large,affect,en,111,mean_pool,0.4141530692577362,1.3736547231674194
intfloat/multilingual-e5-large,affect,en,112,mean_pool,0.4666649401187897,1.2991540431976318
intfloat/multilingual-e5-large,affect,en,113,mean_pool,0.45882734656333923,1.4026384353637695
intfloat/multilingual-e5-large,affect,en,114,mean_pool,0.3717740476131439,1.6205061674118042
intfloat/multilingual-e5-large,affect,en,115,mean_pool,0.4222479462623596,1.5517604351043701
intfloat/multilingual-e5-large,affect,en,116,mean_pool,0.4366980791091919,1.417997121810913
intfloat/multilingual-e5-large,affect,en,117,mean_pool,0.4883956015110016,1.4160277843475342
intfloat/multilingual-e5-large,affect,en,118,mean_pool,0.3289793133735657,1.6443181037902832
intfloat/multilingual-e5-large,affect,en,119,mean_pool,0.42481860518455505,1.4332095384597778
