model,language,template_id,representation,cv_adjacent_norm,cos_step_12,cos_step_23,cos_step_34
BAAI/bge-m3,en,0,mean_pool,0.6270082592964172,-0.1112720742821693,-0.5916363596916199,0.0497908480465412
BAAI/bge-m3,en,1,mean_pool,0.6012661457061768,-0.0277186185121536,-0.5820367336273193,0.1364059448242187
BAAI/bge-m3,en,2,mean_pool,0.4791745543479919,-0.1126686409115791,-0.5653272271156311,0.1376168876886367
BAAI/bge-m3,en,3,mean_pool,0.5950804352760315,-0.12260302901268,-0.5479123592376709,0.11136344820261
BAAI/bge-m3,en,4,mean_pool,0.5607725977897644,-0.1138000562787056,-0.5809087157249451,0.0277758371084928
BAAI/bge-m3,en,5,mean_pool,0.5587083101272583,-0.0290720015764236,-0.5332133769989014,0.0636596903204917
BAAI/bge-m3,en,6,mean_pool,0.4928380846977234,-0.1795142292976379,-0.5900509357452393,0.0610572658479213
BAAI/bge-m3,en,7,mean_pool,0.5803390145301819,-0.0469494760036468,-0.5651931762695312,0.2353394925594329
BAAI/bge-m3,en,8,mean_pool,0.5573261976242065,-0.1463649272918701,-0.6143752932548523,0.1787066161632537
BAAI/bge-m3,en,9,mean_pool,0.6499066352844238,-0.1566298007965088,-0.5917273759841919,0.1132975295186042
BAAI/bge-m3,en,10,mean_pool,0.539971113204956,-0.1074384227395057,-0.5207217931747437,0.0641893595457077
BAAI/bge-m3,en,11,mean_pool,0.5882645845413208,-0.0975692570209503,-0.5837951898574829,0.066200204193592
BAAI/bge-m3,en,12,mean_pool,0.5658204555511475,-0.1304628551006317,-0.5945993661880493,0.2743958830833435
BAAI/bge-m3,en,13,mean_pool,0.5934984683990479,-0.0563183352351188,-0.5322350263595581,0.0319721400737762
BAAI/bge-m3,en,14,mean_pool,0.5080100297927856,-0.138932392001152,-0.5008376240730286,-0.1213307008147239
BAAI/bge-m3,en,15,mean_pool,0.5784659385681152,0.0044782683253288,-0.5592747330665588,0.2194541245698928
BAAI/bge-m3,en,16,mean_pool,0.6342087388038635,-0.1781619042158126,-0.6015921235084534,0.0605967007577419
BAAI/bge-m3,en,17,mean_pool,0.5890432000160217,-0.0825140178203582,-0.5694053173065186,0.1127427890896797
BAAI/bge-m3,en,18,mean_pool,0.6693366765975952,-0.1620682328939438,-0.5972157120704651,0.0981959253549575
BAAI/bge-m3,en,19,mean_pool,0.6059717535972595,-0.0599761605262756,-0.498329222202301,0.1570239216089248
BAAI/bge-m3,en,20,mean_pool,0.5834828019142151,-0.1250451803207397,-0.5315137505531311,0.0875744894146919
BAAI/bge-m3,en,21,mean_pool,0.5717748999595642,-0.1154196113348007,-0.5795249342918396,0.0475934669375419
BAAI/bge-m3,en,22,mean_pool,0.5368752479553223,-0.0947578102350235,-0.5862902998924255,0.108388252556324
BAAI/bge-m3,en,23,mean_pool,0.6336085200309753,-0.1938063949346542,-0.5958185791969299,0.1100647673010826
BAAI/bge-m3,en,24,mean_pool,0.5087888240814209,-0.0280314534902572,-0.5183618068695068,-0.1546720117330551
BAAI/bge-m3,en,25,mean_pool,0.6133749485015869,-0.0010251648491248,-0.5675370097160339,0.0861193016171455
BAAI/bge-m3,en,26,mean_pool,0.6275819540023804,-0.0558567382395267,-0.5369197130203247,0.1578982919454574
BAAI/bge-m3,en,27,mean_pool,0.6465434432029724,-0.0914126187562942,-0.5407644510269165,0.1157357022166252
BAAI/bge-m3,en,28,mean_pool,0.5130389332771301,-0.088378831744194,-0.5878427624702454,0.2592770755290985
BAAI/bge-m3,en,29,mean_pool,0.4470261037349701,-0.0564738847315311,-0.5392045378684998,-0.1492709666490554
BAAI/bge-m3,en,30,mean_pool,0.6369234919548035,-0.1432859599590301,-0.6003198623657227,0.0768729522824287
BAAI/bge-m3,en,31,mean_pool,0.5454440712928772,-0.060462862253189,-0.5432661175727844,0.1049969643354415
BAAI/bge-m3,en,32,mean_pool,0.6176378726959229,-0.0208174046128988,-0.506779670715332,0.099997229874134
BAAI/bge-m3,en,33,mean_pool,0.5898210406303406,-0.1183523535728454,-0.5775797963142395,0.0403786115348339
BAAI/bge-m3,en,34,mean_pool,0.4416775703430176,-0.0946172401309013,-0.5078684091567993,-0.1103176027536392
BAAI/bge-m3,en,35,mean_pool,0.595798671245575,-0.0608357675373554,-0.608038067817688,0.0877624899148941
BAAI/bge-m3,en,36,mean_pool,0.5975427627563477,0.0255253780633211,-0.4812025129795074,0.2181600779294967
BAAI/bge-m3,en,37,mean_pool,0.6074363589286804,-0.0037266621366143,-0.5277238488197327,-0.0026752217672765
BAAI/bge-m3,en,38,mean_pool,0.5990263819694519,-0.080494999885559,-0.6135774254798889,0.1058990806341171
BAAI/bge-m3,en,39,mean_pool,0.6048040986061096,-0.0529350861907005,-0.5408905148506165,0.1271573305130005
BAAI/bge-m3,en,40,mean_pool,0.5679427981376648,-0.1173381060361862,-0.5285190343856812,0.1200567334890365
BAAI/bge-m3,en,41,mean_pool,0.6936191320419312,-0.0801664739847183,-0.5652239322662354,0.1226125285029411
BAAI/bge-m3,en,42,mean_pool,0.5739032626152039,-0.0446750670671463,-0.5819834470748901,0.2062906175851822
BAAI/bge-m3,en,43,mean_pool,0.5912202000617981,-0.0658652111887931,-0.5324579477310181,0.1007767766714096
BAAI/bge-m3,en,44,mean_pool,0.5835597515106201,-0.0411944203078746,-0.5427917242050171,0.0551907792687416
BAAI/bge-m3,en,45,mean_pool,0.5658926963806152,-0.0981130748987197,-0.5481525659561157,0.1179263368248939
BAAI/bge-m3,en,46,mean_pool,0.5917786955833435,-0.0522370599210262,-0.5697311758995056,0.133393108844757
BAAI/bge-m3,en,47,mean_pool,0.6293689608573914,-0.1860132217407226,-0.6338685154914856,0.1332556009292602
BAAI/bge-m3,en,48,mean_pool,0.6465985774993896,-0.173498049378395,-0.5733541250228882,0.1195220500230789
BAAI/bge-m3,en,49,mean_pool,0.6304095983505249,-0.073199339210987,-0.5149011611938477,0.1318436563014984
BAAI/bge-m3,en,50,mean_pool,0.5406021475791931,-0.0734695196151733,-0.5911299586296082,0.1799277365207672
BAAI/bge-m3,en,51,mean_pool,0.5228466391563416,-0.0957111865282058,-0.543097972869873,0.1656461060047149
BAAI/bge-m3,en,52,mean_pool,0.6129418611526489,-0.0721384733915329,-0.5261727571487427,0.1478184014558792
BAAI/bge-m3,en,53,mean_pool,0.5275583863258362,-0.1147438362240791,-0.547419548034668,-0.0611110441386699
BAAI/bge-m3,en,54,mean_pool,0.6190245747566223,-0.0880948677659034,-0.5727074146270752,0.0489167757332325
BAAI/bge-m3,en,55,mean_pool,0.5900921821594238,-0.107710987329483,-0.5970685482025146,0.001854705507867
BAAI/bge-m3,en,56,mean_pool,0.5933129787445068,-0.0549169592559337,-0.5564037561416626,0.08684553951025
BAAI/bge-m3,en,57,mean_pool,0.5382511019706726,-0.1031007468700409,-0.5557208061218262,0.0648692324757576
BAAI/bge-m3,en,58,mean_pool,0.6171247363090515,-0.0893340483307838,-0.595518946647644,0.1546851843595504
BAAI/bge-m3,en,59,mean_pool,0.4462002515792846,-0.0738967433571815,-0.565758228302002,-0.20351243019104
BAAI/bge-m3,en,60,mean_pool,0.5697500109672546,-0.0477480813860893,-0.5789799094200134,0.2392685860395431
BAAI/bge-m3,en,61,mean_pool,0.5188121199607849,-0.083474151790142,-0.601276695728302,0.2551159858703613
BAAI/bge-m3,en,62,mean_pool,0.567407488822937,-0.1691975593566894,-0.6083119511604309,0.0822348818182945
BAAI/bge-m3,en,63,mean_pool,0.5339856147766113,-0.10540671646595,-0.554949939250946,0.1138272881507873
BAAI/bge-m3,en,64,mean_pool,0.6050864458084106,-0.0283034443855285,-0.5288228392601013,0.1139167100191116
BAAI/bge-m3,en,65,mean_pool,0.6163740158081055,-0.0805420354008674,-0.5539612174034119,0.1473675221204757
BAAI/bge-m3,en,66,mean_pool,0.5215764045715332,-0.1164105609059333,-0.5443361401557922,0.1053364127874374
BAAI/bge-m3,en,67,mean_pool,0.5317624807357788,-0.0679541081190109,-0.5672298073768616,0.1835814714431762
BAAI/bge-m3,en,68,mean_pool,0.6425089836120605,-0.1171000152826309,-0.5588995814323425,0.0848321169614791
BAAI/bge-m3,en,69,mean_pool,0.5789747834205627,-0.0098987407982349,-0.5533245801925659,0.2102365791797638
BAAI/bge-m3,en,70,mean_pool,0.5388134121894836,-0.0961120426654815,-0.5651903748512268,0.1498748809099197
BAAI/bge-m3,en,71,mean_pool,0.4302014708518982,-0.0369509384036064,-0.6232331395149231,-0.0994423925876617
BAAI/bge-m3,en,72,mean_pool,0.5355328917503357,-0.0745860859751701,-0.5469167232513428,0.1758062690496444
BAAI/bge-m3,en,73,mean_pool,0.6161025762557983,-0.041692204773426,-0.5097141861915588,0.1419724822044372
BAAI/bge-m3,en,74,mean_pool,0.6236291527748108,-0.034153364598751,-0.5501700639724731,0.0629885643720626
BAAI/bge-m3,en,75,mean_pool,0.6180575489997864,-0.1552553325891494,-0.5871029496192932,0.0809874087572097
BAAI/bge-m3,en,76,mean_pool,0.5273444056510925,-0.0242606196552515,-0.599574625492096,0.0561331398785114
BAAI/bge-m3,en,77,mean_pool,0.5846296548843384,-0.1353540122509002,-0.5400197505950928,0.1098770126700401
BAAI/bge-m3,en,78,mean_pool,0.6057181358337402,-0.0980961620807647,-0.5686467289924622,0.1022105365991592
BAAI/bge-m3,en,79,mean_pool,0.5960115790367126,-0.1034246906638145,-0.5618865489959717,0.0657679289579391
BAAI/bge-m3,en,80,mean_pool,0.6244629621505737,-0.1348572075366974,-0.5624838471412659,0.2703807353973388
BAAI/bge-m3,en,81,mean_pool,0.4828960299491882,-0.1582249701023101,-0.5427347421646118,0.0619053579866886
BAAI/bge-m3,en,82,mean_pool,0.6340543031692505,0.0083713429048657,-0.4901614189147949,0.1074693128466606
BAAI/bge-m3,en,83,mean_pool,0.5825258493423462,-0.0233749262988567,-0.5546318292617798,0.0472597479820251
BAAI/bge-m3,en,84,mean_pool,0.6044210195541382,-0.0542610511183738,-0.6154235005378723,0.1666803956031799
