model,ridge_alpha,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,givens_spectral_matched_null_mean,givens_spectral_matched_null_std,empirical_p_below_givens_spectral_matched_null,coef_N,coef_Q,coef_M,coef_T
sentence-transformers/LaBSE,100.0,en,linear,NQ_minus_QN,4,2.4135283494522257,0.9106389042706212,0.999780933620713,0.00026667541933498743,0.0033222591362126247,-0.23826838030912645,0.2398542718625922,0.03624319709070122,-0.030932693003173844
sentence-transformers/LaBSE,100.0,en,linear,NM_minus_MN,4,1.7561011210948771,0.9634549694122145,0.9998456083988577,0.00012155293538870377,0.0033222591362126247,-0.15380702018170903,0.01748239842709433,0.10734552369081003,0.032593587561915355
sentence-transformers/LaBSE,100.0,en,linear,NT_minus_TN,4,1.9619571406445833,0.9270725888737176,0.9998426194930449,0.00014518632043974413,0.0033222591362126247,-0.2402015860665912,-0.001388919855314752,0.03398778913965021,0.2059461780110307
sentence-transformers/LaBSE,100.0,en,linear,QM_minus_MQ,4,2.3701399659500706,0.9180303003799563,0.999749618725444,0.0004496369037551903,0.0033222591362126247,0.06746477176309451,-0.24421823234035006,0.08863246699348691,0.08178969828285425
sentence-transformers/LaBSE,100.0,en,linear,QT_minus_TQ,4,2.504652368636798,0.9077624905593242,0.9997500590198338,0.0002779470345721535,0.0033222591362126247,0.09515957999941066,-0.274894321872503,-0.006498599587323156,0.17588966659723212
sentence-transformers/LaBSE,100.0,en,linear,MT_minus_TM,4,1.6329972544743556,0.9746994448604611,0.9998616057826611,0.00011183732159747536,0.0033222591362126247,0.02810976507948743,-0.010233186699124916,-0.10966086796180309,0.08881960787792766
sentence-transformers/LaBSE,100.0,en,affine,NQ_minus_QN,4,2.4357799589770854,0.8903245744473178,0.9997700150669533,0.00023767048244207676,0.0033222591362126247,-0.2684520784934748,0.28666968391758196,0.020823254889997055,-0.028129166070842402
sentence-transformers/LaBSE,100.0,en,affine,NM_minus_MN,4,1.7918104188071398,0.9538902431262866,0.9998574406926696,0.00010553789210496911,0.0033222591362126247,-0.17994827797214685,0.0034838638075953277,0.1246048225204266,0.054335547188282415
sentence-transformers/LaBSE,100.0,en,affine,NT_minus_TN,4,1.9310609468008069,0.9236723631261617,0.9998512700416976,0.000128548457597413,0.0033222591362126247,-0.24655923259112308,-0.00987912891579687,0.03319166983877518,0.22136261460639078
sentence-transformers/LaBSE,100.0,en,affine,QM_minus_MQ,4,2.2989407503288177,0.9042523739197749,0.9998000920914677,0.0002469186679648112,0.0033222591362126247,0.049688440136271,-0.26844622807436425,0.10994891136557236,0.09985820817994527
sentence-transformers/LaBSE,100.0,en,affine,QT_minus_TQ,4,2.4137347969971343,0.9096883932777751,0.9998088582763451,0.0002055864189671951,0.0033222591362126247,0.06868236577216767,-0.2763439909476972,0.00013675705869465134,0.19686227255825886
sentence-transformers/LaBSE,100.0,en,affine,MT_minus_TM,4,1.6113395802139083,0.9725564673654815,0.9998646449617414,0.00012034360632018332,0.0033222591362126247,0.013938275835815198,-0.011116495259657997,-0.11078323151574186,0.10490011806609753
