model,language,template_id,triple,relative_signed_permutation_norm,null_mean,null_std,ratio_to_null_mean,null_percentile_smaller_is_better,p_smaller_or_equal_null
sentence-transformers/LaBSE,en,0,NQM,0.48676052689552307,0.9487947723150253,0.5342947908515219,0.5130303634655698,19.580000000000002,0.39172165566886624
sentence-transformers/LaBSE,en,0,NQT,0.5229508876800537,0.8541377855539322,0.4316383970262252,0.6122558871930637,29.91,0.5982803439312138
sentence-transformers/LaBSE,en,0,NMT,0.6108523011207581,0.925978313601017,0.39240843158540073,0.6596831612012253,19.97,0.39952009598080385
sentence-transformers/LaBSE,en,0,QMT,0.3046184778213501,0.6602835667848587,0.43483912539590985,0.4613449329114428,29.82,0.5964807038592281
sentence-transformers/LaBSE,en,1,NQM,0.4494587182998657,0.862795062983036,0.4953301322991755,0.5209333451044352,20.13,0.40271945610877824
sentence-transformers/LaBSE,en,1,NQT,0.4939497709274292,0.8301191556155681,0.44399716191897304,0.5950347821579297,20.36,0.40731853629274145
sentence-transformers/LaBSE,en,1,NMT,0.7272105813026428,1.0328960963606835,0.474905118046102,0.7040500819629388,20.06,0.4013197360527894
sentence-transformers/LaBSE,en,1,QMT,0.31806159019470215,0.665205367064476,0.4383425452993474,0.4781404449543406,30.53,0.6106778644271146
sentence-transformers/LaBSE,en,2,NQM,0.43052563071250916,0.8150297191679478,0.47516094966656774,0.5282330454790022,9.96,0.1993601279744051
sentence-transformers/LaBSE,en,2,NQT,0.5674842596054077,0.8797492628574372,0.43656614607377975,0.64505227064535,29.76,0.5952809438112378
sentence-transformers/LaBSE,en,2,NMT,0.7662455439567566,1.0369481939911842,0.4629735768124801,0.7389429369723479,34.97,0.4003199360127974
sentence-transformers/LaBSE,en,2,QMT,0.5235841870307922,0.8656297846317291,0.45161263381282146,0.6048592554528833,29.64,0.592881423715257
sentence-transformers/LaBSE,en,3,NQM,0.5144938826560974,0.9403412171006202,0.48282563931922406,0.5471353092890082,19.52,0.3905218956208758
sentence-transformers/LaBSE,en,3,NQT,0.669205904006958,1.0016624333381652,0.48859436014658686,0.668095240205902,29.97,0.5994801039792041
sentence-transformers/LaBSE,en,3,NMT,0.7986696362495422,1.0279373710632325,0.4484050631390799,0.7769633235755137,29.82,0.4977004599080184
sentence-transformers/LaBSE,en,3,QMT,0.5554440021514893,0.8987017923831939,0.46337522751389987,0.6180515125912174,29.78,0.5956808638272345
sentence-transformers/LaBSE,en,4,NQM,0.5507380962371826,0.9307764582633972,0.4675605127833793,0.591697492289539,20.17,0.40351929614077187
sentence-transformers/LaBSE,en,4,NQT,0.6136712431907654,0.9323767053246498,0.4508718896307642,0.6581795101545672,24.73,0.4947010597880424
sentence-transformers/LaBSE,en,4,NMT,0.6695888042449951,0.9060968239665032,0.4097799993621847,0.7389815155880182,19.7,0.394121175764847
sentence-transformers/LaBSE,en,4,QMT,0.47528076171875,0.7831497632741928,0.4055507525706291,0.6068836179316318,29.82,0.5964807038592281
sentence-transformers/LaBSE,en,5,NQM,0.5265493988990784,0.9855132568836212,0.525556493400517,0.5342895138352503,20.240000000000002,0.40491901619676063
sentence-transformers/LaBSE,en,5,NQT,0.5657637715339661,0.909425070810318,0.4603987359917224,0.6221114742627843,30.2,0.6040791841631674
sentence-transformers/LaBSE,en,5,NMT,0.6824030876159668,1.0216373688459397,0.4387088541124584,0.6679503984727515,20.0,0.40011997600479904
sentence-transformers/LaBSE,en,5,QMT,0.34398984909057617,0.7191676414728164,0.4690007955110664,0.4783166389211078,30.27,0.6054789042191562
sentence-transformers/LaBSE,en,6,NQM,0.5301355719566345,0.9601050547599792,0.49747308714399474,0.5521641296728859,19.64,0.3929214157168566
sentence-transformers/LaBSE,en,6,NQT,0.542754054069519,0.9374818685531616,0.5105698108287685,0.578948854665942,35.18,0.6004799040191962
sentence-transformers/LaBSE,en,6,NMT,0.7471299171447754,1.0567952402591705,0.48593230729332393,0.706976989185569,20.03,0.40071985602879423
sentence-transformers/LaBSE,en,6,QMT,0.34847491979599,0.7194381787955761,0.45803910951611576,0.4843709022766814,45.25,0.6000799840031994
sentence-transformers/LaBSE,en,7,NQM,0.5015865564346313,0.9498235239982605,0.5274980825453341,0.5280839479766579,19.61,0.39232153569286143
sentence-transformers/LaBSE,en,7,NQT,0.5065798759460449,0.9129152725100518,0.5264648526908643,0.5549034956471409,25.080000000000002,0.5016996600679864
sentence-transformers/LaBSE,en,7,NMT,0.5983861684799194,0.9758332968235016,0.48009151219108714,0.6132053194199788,19.96,0.3993201359728054
sentence-transformers/LaBSE,en,7,QMT,0.30725395679473877,0.6738527817964554,0.45538205774548,0.4559659989458829,30.16,0.6032793441311738
sentence-transformers/LaBSE,en,8,NQM,0.5230414867401123,0.9311295151948928,0.4831753803412051,0.5617279639450306,24.66,0.39532093581283745
sentence-transformers/LaBSE,en,8,NQT,0.5346276164054871,0.9227110985279083,0.49950205281375865,0.5794095435265183,29.900000000000002,0.5980803839232154
sentence-transformers/LaBSE,en,8,NMT,0.7025332450866699,1.0564355473995208,0.4997345445727903,0.6650034134267182,19.7,0.394121175764847
sentence-transformers/LaBSE,en,8,QMT,0.3418823480606079,0.7135583136796951,0.4626188284137626,0.4791232076003732,30.17,0.6034793041391722
sentence-transformers/LaBSE,en,9,NQM,0.47743773460388184,0.8609694773435592,0.46763051036624864,0.5545350295999073,19.88,0.3977204559088182
sentence-transformers/LaBSE,en,9,NQT,0.5706210136413574,0.8784349274635315,0.4286846552983709,0.6495882572524387,29.62,0.5924815036992601
sentence-transformers/LaBSE,en,9,NMT,0.7488079071044922,0.9739880596041679,0.42941012998716827,0.7688060440987762,30.37,0.40571885622875425
sentence-transformers/LaBSE,en,9,QMT,0.5017594695091248,0.8399537447094917,0.4439536668269476,0.5973655962234766,29.91,0.5982803439312138
sentence-transformers/LaBSE,en,10,NQM,0.5137611627578735,0.9309763923168183,0.4915680476840422,0.5518519771256293,19.28,0.3857228554289142
sentence-transformers/LaBSE,en,10,NQT,0.6992534399032593,1.0435811151027679,0.5057121480276392,0.6700518338085577,35.09,0.6026794641071785
sentence-transformers/LaBSE,en,10,NMT,0.7659611105918884,0.974244379389286,0.4474247605200848,0.7862104486260952,19.900000000000002,0.39812037592481503
sentence-transformers/LaBSE,en,10,QMT,0.5293936133384705,0.856717339015007,0.44183635461362086,0.6179326473612777,35.480000000000004,0.6018796240751849
sentence-transformers/LaBSE,en,11,NQM,0.5297344923019409,0.9586082399845123,0.5158472199535611,0.5526079061347803,20.12,0.40251949610077986
sentence-transformers/LaBSE,en,11,NQT,0.7418231964111328,1.0787054123520852,0.5025537372186675,0.6876976678859167,34.84,0.5970805838832234
sentence-transformers/LaBSE,en,11,NMT,0.8085105419158936,1.0147549849629403,0.45831574716270335,0.7967544421027153,20.61,0.4123175364927015
sentence-transformers/LaBSE,en,11,QMT,0.5425545573234558,0.8672219432115554,0.44997772501442534,0.6256236498278689,20.7,0.41411717656468705
sentence-transformers/LaBSE,en,12,NQM,0.46217048168182373,0.8563414685368538,0.4961258338333811,0.5397034928962966,20.42,0.40851829634073183
