model,language,template_id,pair,relative_commutator_norm,commutator_norm,cosine_ab_ba,noncommutativity
sentence-transformers/LaBSE,en,0,NQ_vs_QN,0.7436620593070984,7.79256534576416,0.7252911329269409,0.2747088670730591
sentence-transformers/LaBSE,en,0,NM_vs_MN,0.4015384316444397,3.127979278564453,0.9257391691207886,0.07426083087921143
sentence-transformers/LaBSE,en,0,NT_vs_TN,0.9336130023002625,5.726876258850098,0.5708222389221191,0.42917776107788086
sentence-transformers/LaBSE,en,0,QM_vs_MQ,0.6352025270462036,6.552719593048096,0.848120927810669,0.15187907218933105
sentence-transformers/LaBSE,en,0,QT_vs_TQ,0.7382953763008118,7.573326587677002,0.7586631178855896,0.2413368821144104
sentence-transformers/LaBSE,en,0,MT_vs_TM,0.433620810508728,3.1619255542755127,0.9149909019470215,0.08500909805297852
sentence-transformers/LaBSE,en,1,NQ_vs_QN,0.7262471914291382,8.74945068359375,0.7487388253211975,0.2512611746788025
sentence-transformers/LaBSE,en,1,NM_vs_MN,0.3379737436771393,3.106233835220337,0.9444220662117004,0.05557793378829956
sentence-transformers/LaBSE,en,1,NT_vs_TN,1.0753328800201416,8.690553665161133,0.452486127614975,0.547513872385025
sentence-transformers/LaBSE,en,1,QM_vs_MQ,0.6496411561965942,7.268496036529541,0.8390277028083801,0.16097229719161987
sentence-transformers/LaBSE,en,1,QT_vs_TQ,0.7648853063583374,8.851129531860352,0.7388433218002319,0.26115667819976807
sentence-transformers/LaBSE,en,1,MT_vs_TM,0.3487948477268219,3.1634910106658936,0.9410058259963989,0.058994174003601074
sentence-transformers/LaBSE,en,2,NQ_vs_QN,0.69631028175354,10.271369934082031,0.7720344066619873,0.2279655933380127
sentence-transformers/LaBSE,en,2,NM_vs_MN,0.34032461047172546,3.9277215003967285,0.942710816860199,0.057289183139801025
sentence-transformers/LaBSE,en,2,NT_vs_TN,1.020470380783081,11.51202392578125,0.5607589483261108,0.43924105167388916
sentence-transformers/LaBSE,en,2,QM_vs_MQ,0.6379859447479248,8.3242769241333,0.8525997400283813,0.14740025997161865
sentence-transformers/LaBSE,en,2,QT_vs_TQ,0.766197144985199,10.228216171264648,0.7572814226150513,0.24271857738494873
sentence-transformers/LaBSE,en,2,MT_vs_TM,0.27734798192977905,3.5126078128814697,0.9618184566497803,0.03818154335021973
sentence-transformers/LaBSE,en,3,NQ_vs_QN,0.71185302734375,8.538544654846191,0.7539573311805725,0.2460426688194275
sentence-transformers/LaBSE,en,3,NM_vs_MN,0.3530319631099701,3.3732783794403076,0.9420675039291382,0.057932496070861816
sentence-transformers/LaBSE,en,3,NT_vs_TN,1.0032854080200195,9.41252613067627,0.5823789834976196,0.41762101650238037
sentence-transformers/LaBSE,en,3,QM_vs_MQ,0.6480498313903809,7.754556655883789,0.8523499965667725,0.14765000343322754
sentence-transformers/LaBSE,en,3,QT_vs_TQ,0.7677168846130371,8.7742280960083,0.7474892139434814,0.25251078605651855
sentence-transformers/LaBSE,en,3,MT_vs_TM,0.3101222813129425,3.37870717048645,0.9584450125694275,0.04155498743057251
sentence-transformers/LaBSE,en,4,NQ_vs_QN,0.7189610600471497,7.1827216148376465,0.7497828006744385,0.2502171993255615
sentence-transformers/LaBSE,en,4,NM_vs_MN,0.25993525981903076,2.371803045272827,0.9703381061553955,0.029661893844604492
sentence-transformers/LaBSE,en,4,NT_vs_TN,0.9519307017326355,6.748978137969971,0.6062113642692566,0.3937886357307434
sentence-transformers/LaBSE,en,4,QM_vs_MQ,0.5598138570785522,5.9505486488342285,0.8718748092651367,0.12812519073486328
sentence-transformers/LaBSE,en,4,QT_vs_TQ,0.7582347393035889,7.288841724395752,0.7476481199264526,0.25235188007354736
sentence-transformers/LaBSE,en,4,MT_vs_TM,0.314561665058136,2.838104009628296,0.955406904220581,0.044593095779418945
sentence-transformers/LaBSE,en,5,NQ_vs_QN,0.7746134400367737,6.630796432495117,0.705730676651001,0.294269323348999
sentence-transformers/LaBSE,en,5,NM_vs_MN,0.4121186137199402,2.743671178817749,0.9177627563476562,0.08223724365234375
sentence-transformers/LaBSE,en,5,NT_vs_TN,0.9932488203048706,5.374932765960693,0.5131516456604004,0.4868483543395996
sentence-transformers/LaBSE,en,5,QM_vs_MQ,0.6710071563720703,5.698927879333496,0.8318006992340088,0.1681993007659912
sentence-transformers/LaBSE,en,5,QT_vs_TQ,0.7864824533462524,6.47011137008667,0.7216236591339111,0.27837634086608887
sentence-transformers/LaBSE,en,5,MT_vs_TM,0.4012613296508789,2.4550530910491943,0.9249244928359985,0.07507550716400146
