model,language,triple,mean_relative_signed_permutation_norm,mean_ratio_to_null_mean,mean_null_percentile,max_p_smaller_or_equal_null,n
sentence-transformers/LaBSE,ar,NMT,0.5042219379295906,0.663861005445443,20.00375,0.4191161767646471,96
sentence-transformers/LaBSE,ar,NQM,0.5140097116430601,0.5603121147820328,21.8459375,0.6090781843631273,96
sentence-transformers/LaBSE,ar,NQT,0.477924314327538,0.643024734998821,28.874687500000004,0.6222755448910218,96
sentence-transformers/LaBSE,ar,QMT,0.40956605412065983,0.5755018531308042,30.829791666666665,0.6184763047390522,96
sentence-transformers/LaBSE,de,NMT,0.7653037421405315,0.7515264903968252,20.799479166666668,0.5904819036192761,96
sentence-transformers/LaBSE,de,NQM,0.6552280988544226,0.5975522552988842,20.741041666666668,0.4117176564687063,96
sentence-transformers/LaBSE,de,NQT,0.7419256307184696,0.718065094296569,30.84177083333333,0.615876824635073,96
sentence-transformers/LaBSE,de,QMT,0.44682451989501715,0.5427102159712184,29.6353125,0.6140771845630874,96
sentence-transformers/LaBSE,en,NMT,0.737757665415605,0.7234831154974843,19.858541666666667,0.5082983403319337,96
sentence-transformers/LaBSE,en,NQM,0.5101291524867216,0.5477478569123435,19.336666666666666,0.4169166166766647,96
sentence-transformers/LaBSE,en,NQT,0.5769426375627518,0.6145290387467514,29.3621875,0.6174765046990602,96
sentence-transformers/LaBSE,en,QMT,0.4169138027355075,0.5353572989603191,28.66416666666667,0.612877424515097,96
sentence-transformers/LaBSE,es,NMT,0.6100000270331899,0.725425078225507,25.209166666666665,0.5126974605078984,96
sentence-transformers/LaBSE,es,NQM,0.6315642309685549,0.5527423367965949,21.317604166666666,0.607878424315137,96
sentence-transformers/LaBSE,es,NQT,0.6972842955340942,0.6770042161708437,30.82760416666667,0.6166766646670666,96
sentence-transformers/LaBSE,es,QMT,0.5052915752554933,0.5631311635634654,29.410416666666666,0.6196760647870426,96
sentence-transformers/LaBSE,fr,NMT,0.6483413446694613,0.7276082887658816,20.846979166666667,0.5922815436912617,96
sentence-transformers/LaBSE,fr,NQM,0.6850739698857069,0.5985459981939313,23.50197916666667,0.6156768646270746,96
sentence-transformers/LaBSE,fr,NQT,0.702055356775721,0.675587437982993,31.630208333333332,0.619876024795041,96
sentence-transformers/LaBSE,fr,QMT,0.4193165072550376,0.5109041480772837,28.464166666666667,0.6152769446110777,96
sentence-transformers/LaBSE,ru,NMT,0.7269095073764523,0.7559143973563183,21.277083333333334,0.7078584283143371,96
sentence-transformers/LaBSE,ru,NQM,0.6449305669715008,0.5745068461918448,20.8740625,0.41511697660467906,96
sentence-transformers/LaBSE,ru,NQT,0.73573849350214,0.721679856884958,30.6640625,0.6144771045790842,96
sentence-transformers/LaBSE,ru,QMT,0.4951186627149582,0.5510082561571987,30.971770833333334,0.611877624475105,96
sentence-transformers/LaBSE,zh,NMT,0.44221747014671564,0.8335816354030353,42.57364583333334,0.9098180363927214,96
sentence-transformers/LaBSE,zh,NQM,0.4459570236504078,0.4897494356847067,28.506354166666668,0.612877424515097,96
sentence-transformers/LaBSE,zh,NQT,0.544657576829195,0.6219081930365356,29.511770833333333,0.617876424715057,96
sentence-transformers/LaBSE,zh,QMT,0.32845870964229107,0.5008754569011723,29.56416666666667,0.6160767846430714,96
