model,language,template_id,triple,relative_signed_permutation_norm,null_mean,null_std,ratio_to_null_mean,null_percentile_smaller_is_better,p_smaller_or_equal_null
BAAI/bge-m3,en,0,NQM,0.5915107727050781,1.0964626951098442,0.6480308371489517,0.5394718628756273,19.58,0.3917216556688662
BAAI/bge-m3,en,0,NQT,0.7562903165817261,1.006795174908638,0.4610287128994544,0.7511858771567959,29.91,0.5982803439312138
BAAI/bge-m3,en,0,NMT,0.3428696691989898,0.5268072729885578,0.2570669818033108,0.6508446006321293,19.97,0.3995200959808038
BAAI/bge-m3,en,0,QMT,0.5492286682128906,0.7530713832259178,0.2932303798382729,0.7293182033546949,29.82,0.5964807038592281
BAAI/bge-m3,en,1,NQM,0.5799659490585327,0.960625208222866,0.5196225894233002,0.603738007386723,20.13,0.4027194561087782
BAAI/bge-m3,en,1,NQT,0.6039198637008667,0.8279042323589325,0.3979569733533931,0.729456185988323,30.03,0.6006798640271945
BAAI/bge-m3,en,1,NMT,0.663978099822998,0.76389199488163,0.3483354329674797,0.8692041601051423,59.3,0.6918616276744651
BAAI/bge-m3,en,1,QMT,0.4336108565330505,0.6138991074085236,0.2362454266196721,0.7063226697995421,20.5,0.410117976404719
BAAI/bge-m3,en,2,NQM,0.5775823593139648,0.913537849199772,0.462287792808625,0.6322478699916759,15.08,0.3017396520695861
BAAI/bge-m3,en,2,NQT,0.6732804775238037,0.8941789077162743,0.4131375808340209,0.7529594712120907,19.67,0.3935212957408518
BAAI/bge-m3,en,2,NMT,0.5437217354774475,0.7010844942331315,0.3175703205514378,0.775543803848368,20.01,0.4003199360127974
BAAI/bge-m3,en,2,QMT,0.6588383913040161,0.8048158846855163,0.2731083860854295,0.8186200146392987,29.64,0.592881423715257
BAAI/bge-m3,en,3,NQM,0.6039319038391113,1.0853488493800163,0.6194845955497603,0.5564403594139697,19.52,0.3905218956208758
BAAI/bge-m3,en,3,NQT,0.7280274033546448,0.9886534843564032,0.462097498691412,0.7363827821108039,29.97,0.5994801039792041
BAAI/bge-m3,en,3,NMT,0.4840507209300995,0.5896733855307102,0.2887601505335839,0.8208793762900279,55.13,0.6004799040191962
BAAI/bge-m3,en,3,QMT,0.6908416152000427,0.9152632650732994,0.3368046830824589,0.7548009862975998,44.67,0.5956808638272345
BAAI/bge-m3,en,4,NQM,0.6988610625267029,1.0578105861902236,0.5271413685575719,0.660667487780622,24.96,0.4035192961407718
BAAI/bge-m3,en,4,NQT,0.7316804528236389,0.9183295760393144,0.3965837424456772,0.796751484340213,14.9,0.2981403719256149
BAAI/bge-m3,en,4,NMT,0.4445116817951202,0.5594527478277683,0.2642179733885118,0.7945473206097683,4.95,0.0991801639672065
BAAI/bge-m3,en,4,QMT,0.68525230884552,0.8403929923892021,0.2920127677624831,0.81539507712524,29.82,0.5964807038592281
BAAI/bge-m3,en,5,NQM,0.565645158290863,1.0534898775815964,0.6284243820736207,0.5369251003994719,20.24,0.4049190161967606
BAAI/bge-m3,en,5,NQT,0.7801235318183899,1.0273339124917984,0.462145795855466,0.7593670590757009,30.2,0.6040791841631674
BAAI/bge-m3,en,5,NMT,0.2933919131755829,0.4145741947591305,0.1794317576747101,0.7076945861170574,20.0,0.400119976004799
BAAI/bge-m3,en,5,QMT,0.5641961097717285,0.7582748506426811,0.3011913072168546,0.7440522513608306,30.27,0.6054789042191562
BAAI/bge-m3,en,6,NQM,0.6075510382652283,1.0648223889350892,0.5989735183585956,0.5705656122353505,19.64,0.3929214157168566
BAAI/bge-m3,en,6,NQT,0.6524114608764648,0.8631550195217133,0.3966196843893717,0.7558450638880831,30.02,0.6004799040191962
BAAI/bge-m3,en,6,NMT,0.26677006483078,0.3448891657590866,0.1447008247332853,0.7734950567172987,20.03,0.4007198560287942
BAAI/bge-m3,en,6,QMT,0.630156934261322,0.8024479028224945,0.2318931234311844,0.7852932658233025,30.0,0.6000799840031994
BAAI/bge-m3,en,7,NQM,0.6208378076553345,1.0220011557340622,0.5401689674991729,0.6074727060448422,19.61,0.3923215356928614
BAAI/bge-m3,en,7,NQT,0.7222753167152405,0.9578539877533911,0.4204534990673894,0.7540557600105154,55.15,0.6030793841231754
