model,ridge_alpha,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T
sentence-transformers/LaBSE,1.0,en,linear,NQ_minus_QN,4,11.146616839559933,0.996850547954916,0.9998806569031994,8.582161754123723e-05,0.0033222591362126247,-0.09070682353422096,0.015805014563339256,0.03189518708574625,0.03227164146368428
sentence-transformers/LaBSE,1.0,en,linear,NM_minus_MN,4,11.899954017961713,0.9991659440767331,0.9998814302701866,9.02750081696883e-05,0.0033222591362126247,0.018502328919331457,-0.03640221424368213,-0.03862270846875966,0.023460397840130216
sentence-transformers/LaBSE,1.0,en,linear,NT_minus_TN,4,11.93640004828277,0.9947513370848841,0.9998811950529994,8.061668577845106e-05,0.0033222591362126247,-0.09968294153347197,-0.023104365566471125,-0.005603303452443304,0.10042415081572512
sentence-transformers/LaBSE,1.0,en,linear,QM_minus_MQ,4,9.872261912528058,0.9982158581523637,0.9998784495475858,8.655056266844643e-05,0.0033222591362126247,-0.003970822129235963,-0.044329088727282674,-0.007480815496801125,0.05969807331006213
sentence-transformers/LaBSE,1.0,en,linear,QT_minus_TQ,4,10.822942040901479,0.9989884908120794,0.9998722724564294,8.756428915253695e-05,0.0033222591362126247,-0.0012353394613289065,0.0027095139493212572,-0.018809025302334127,0.04647168038933441
sentence-transformers/LaBSE,1.0,en,linear,MT_minus_TM,4,10.24699647385298,0.9962884800157586,0.999861409371581,8.86423206545228e-05,0.0033222591362126247,0.024252229621422535,-0.0010901651136357993,-0.011989443904622234,-0.0870982078993685
sentence-transformers/LaBSE,1.0,en,affine,NQ_minus_QN,4,11.074483336356959,0.9954844508384159,0.9998744690356948,9.551158091799332e-05,0.0033222591362126247,-0.10032072474405157,0.07765509626969243,0.02931402261719253,0.015191374454846899
sentence-transformers/LaBSE,1.0,en,affine,NM_minus_MN,4,11.984144324055546,0.9991567531616536,0.9998791755043377,8.192226103182968e-05,0.0033222591362126247,0.008868300079389635,-0.03833868345216806,-0.03786013557463522,0.022425553955157145
sentence-transformers/LaBSE,1.0,en,affine,NT_minus_TN,4,12.637020984631489,0.9942583949312045,0.9998844190681704,8.455593215592242e-05,0.0033222591362126247,-0.11990033608036302,-0.001290424580315093,0.0003842561949448259,0.10071951120414742
sentence-transformers/LaBSE,1.0,en,affine,QM_minus_MQ,4,10.068392344559896,0.9979677564401176,0.9998733885862873,8.389347064156758e-05,0.0033222591362126247,0.0021689901540819447,-0.0509531991187531,-0.01574957017871386,0.061881480278701405
sentence-transformers/LaBSE,1.0,en,affine,QT_minus_TQ,4,10.866639770570378,0.9995942108898153,0.9998833450671708,8.416506658411481e-05,0.013289036544850499,0.007377900455395354,0.007149053630706639,-0.013379686432672502,0.022591519775800383
sentence-transformers/LaBSE,1.0,en,affine,MT_minus_TM,4,10.46754447389896,0.997782925938297,0.999880146745261,8.870536161538272e-05,0.0033222591362126247,0.017688641317869805,-0.016383649578785187,0.001555605639959579,-0.06328653530195427
sentence-transformers/LaBSE,1.0,es,linear,NQ_minus_QN,4,10.270708488827676,0.9996681827146381,0.999880807895046,7.979261947733322e-05,0.029900332225913623,-0.013282548450222144,-0.01911489572100249,0.0072981384333189155,-0.0031990904247792126
sentence-transformers/LaBSE,1.0,es,linear,NM_minus_MN,4,10.677349850820086,0.9971100026797876,0.9998781299775559,7.706192565581576e-05,0.0033222591362126247,0.08193542516672052,0.0021356968186519694,-0.018275542790607446,-0.0017844242359648377
sentence-transformers/LaBSE,1.0,es,linear,NT_minus_TN,4,11.138420612418123,0.9963152752935388,0.9998720617506103,8.416677556711156e-05,0.0033222591362126247,-0.04017736882648482,-0.07540048209874922,-0.014275863528058708,0.08105539616701321
sentence-transformers/LaBSE,1.0,es,linear,QM_minus_MQ,4,9.019476935444313,0.9971596999170829,0.9998794018567294,8.984288785250052e-05,0.0033222591362126247,0.02483551936625579,0.05378392064408097,-0.04132790480917836,0.004865028536071968
sentence-transformers/LaBSE,1.0,es,linear,QT_minus_TQ,4,9.742961163535528,0.9947448648607957,0.9998775130750018,8.4322140066192e-05,0.0033222591362126247,-0.0378876831792212,-0.049479067981668956,-0.036123128636319043,0.09771842719437815
sentence-transformers/LaBSE,1.0,es,linear,MT_minus_TM,4,9.87739239692447,0.9966719098024475,0.9998728482554772,9.112982855823214e-05,0.0033222591362126247,0.013079240659219993,0.0013478604321646645,0.010714996469185983,-0.08191424885198806
sentence-transformers/LaBSE,1.0,es,affine,NQ_minus_QN,4,9.804745553212141,0.9997731747418513,0.9998819637675815,8.204646752764388e-05,0.08970099667774087,-0.006065466320982208,0.025501820492144216,0.004944645417075611,-0.00688791842307844
