model,language,template_id,triple,residualization,subspace_rank,relative_signed_permutation_norm,ratio_to_exact_null_mean,exact_empirical_p
sentence-transformers/LaBSE,ar,0,NQM,raw,0,0.5573338866233826,0.5286620667471544,0.3684210526315789
sentence-transformers/LaBSE,ar,0,NQM,remove_sign,1,0.5574447356951463,0.5290075423534218,0.15789473684210525
sentence-transformers/LaBSE,ar,0,NQM,remove_triple_label,4,0.6114459487432402,0.5250500241500087,0.3684210526315789
sentence-transformers/LaBSE,ar,0,NQM,remove_endpoint_position,6,0.5436688241210067,0.5267750293827833,0.3684210526315789
sentence-transformers/LaBSE,ar,0,NQM,remove_triple_plus_position_plus_sign,11,0.5908257610715231,0.5215697464831791,0.3684210526315789
sentence-transformers/LaBSE,ar,0,NQT,raw,0,0.5676665306091309,0.6198775787210163,0.5789473684210527
sentence-transformers/LaBSE,ar,0,NQT,remove_sign,1,0.5674286180464639,0.6197596959232912,0.5789473684210527
sentence-transformers/LaBSE,ar,0,NQT,remove_triple_label,4,0.6300629017448897,0.6201293611856112,0.3684210526315789
sentence-transformers/LaBSE,ar,0,NQT,remove_endpoint_position,6,0.5617908318860462,0.6208335759814142,0.5789473684210527
sentence-transformers/LaBSE,ar,0,NQT,remove_triple_plus_position_plus_sign,11,0.6190963850915098,0.61829184498123,0.5789473684210527
sentence-transformers/LaBSE,ar,0,NMT,raw,0,0.5474716424942017,0.6441714930165242,0.3684210526315789
sentence-transformers/LaBSE,ar,0,NMT,remove_sign,1,0.5483657084501272,0.6442058959463761,0.3684210526315789
sentence-transformers/LaBSE,ar,0,NMT,remove_triple_label,4,0.5593410362153266,0.6444364029247727,0.3684210526315789
sentence-transformers/LaBSE,ar,0,NMT,remove_endpoint_position,6,0.5416022292034677,0.6426979545901061,0.3684210526315789
sentence-transformers/LaBSE,ar,0,NMT,remove_triple_plus_position_plus_sign,11,0.5511746650554918,0.6415106281478242,0.3684210526315789
sentence-transformers/LaBSE,ar,0,QMT,raw,0,0.4271332919597626,0.5220616360785397,0.3684210526315789
sentence-transformers/LaBSE,ar,0,QMT,remove_sign,1,0.4271802860503757,0.5219699733774348,0.05263157894736842
sentence-transformers/LaBSE,ar,0,QMT,remove_triple_label,4,0.4719615130582984,0.5232200610472627,0.05263157894736842
sentence-transformers/LaBSE,ar,0,QMT,remove_endpoint_position,6,0.42953695475943204,0.5362370480284223,0.5789473684210527
sentence-transformers/LaBSE,ar,0,QMT,remove_triple_plus_position_plus_sign,11,0.48810967484331685,0.5396205120114516,0.05263157894736842
