model,language,template_id,triple,residualization,subspace_rank,relative_signed_permutation_norm,ratio_to_exact_null_mean,exact_empirical_p
xlm-roberta-base,ar,0,NQM,raw,0,0.7575112581253052,0.6474093002762141,0.5789473684210527
xlm-roberta-base,ar,0,NQM,remove_sign,1,0.7566737829152484,0.6502942446192784,0.3684210526315789
xlm-roberta-base,ar,0,NQM,remove_triple_label,4,0.7481183795162327,0.6428436403679167,0.3684210526315789
xlm-roberta-base,ar,0,NQM,remove_endpoint_position,6,0.7683064623719468,0.6526509669037857,0.2631578947368421
xlm-roberta-base,ar,0,NQM,remove_triple_plus_position_plus_sign,11,0.7598285558572456,0.6481560649227301,0.3684210526315789
xlm-roberta-base,ar,0,NQT,raw,0,0.7888925671577454,0.7934494367965783,0.5789473684210527
xlm-roberta-base,ar,0,NQT,remove_sign,1,0.788825112160749,0.7979124056200559,0.47368421052631576
xlm-roberta-base,ar,0,NQT,remove_triple_label,4,0.7450654773388804,0.7706420684054313,0.5789473684210527
xlm-roberta-base,ar,0,NQT,remove_endpoint_position,6,0.7813903278687724,0.7902812552385995,0.47368421052631576
xlm-roberta-base,ar,0,NQT,remove_triple_plus_position_plus_sign,11,0.7398747187428693,0.767894424301745,0.5789473684210527
xlm-roberta-base,ar,0,NMT,raw,0,0.5587867498397827,0.8206823253806158,0.47368421052631576
xlm-roberta-base,ar,0,NMT,remove_sign,1,0.5565768172557308,0.8205524534860403,0.47368421052631576
xlm-roberta-base,ar,0,NMT,remove_triple_label,4,0.5564177500927701,0.825372848935758,0.47368421052631576
xlm-roberta-base,ar,0,NMT,remove_endpoint_position,6,0.5560564019995986,0.8174777231596644,0.2631578947368421
xlm-roberta-base,ar,0,NMT,remove_triple_plus_position_plus_sign,11,0.5538737864614545,0.8223787832518443,0.47368421052631576
xlm-roberta-base,ar,0,QMT,raw,0,0.7792558073997498,0.6686246974933095,0.5789473684210527
